Temperature (◦C),Pressure (bar),Dosage (g),Initial sulfur (ppm),Sulfur concentration (ppm),Emission (%),HDS cost ($)
56.490155438500985,19.097486718511732,0.2010389200437651,2200.7952379921385,1004.2115517535094,1.7888431502611744,10.203791881515798
57.85031982332105,20.16675669333875,0.192764233505921,1840.147490579313,954.0377917381684,1.6991996293922422,9.376434451700314
60.07108795116217,23.371933025341022,0.19855764254285466,2230.4153526103996,1117.0300370852965,1.8129941194814823,10.237175759917651
62.21375284595229,22.362354927679185,0.2444927484549754,2060.8977531303435,1051.7681264233456,2.05010125614267,11.804453659837993
56.09693099491508,25.083424404109767,0.23240791209481843,2123.820488481129,1007.9646987614793,1.850446084151619,11.766664093068611
59.739641090565236,22.940761329266195,0.20419554641426815,2164.2483277921265,911.8445803559451,2.5389767562002996,10.526887647091266
67.14638149291356,26.394372377990756,0.2245849905305325,1773.0900043149634,1033.665749646419,1.8441107235721217,9.688005669815833
57.79137526013979,25.016394522596098,0.23737719710186955,2248.575914155987,1103.9289461879475,2.09048450501455,11.787376783316027
65.75164451619374,21.070961908492915,0.2292811521746343,2171.879333302179,1162.244701152702,2.3707970536849188,11.754809281695538
55.61325897838323,22.282520015671945,0.2738485092781716,2153.8594747080892,1128.882212262593,2.381210786112412,10.634006296493004
62.69430989765709,19.240062908750584,0.19989057444075398,2322.203242894373,977.9285292532896,2.4360969296447896,13.377089403191016
66.09367600601396,22.607139119958678,0.21396212041105156,1855.8812675393615,1062.0472408968255,2.3947935446430746,11.873259324145437
62.2874286359395,24.026145034118503,0.19635270089972873,1872.1255497099642,876.2197329588374,2.958624744646664,11.188112344735966
65.92013496644535,24.588879668759795,0.23113056885058572,2144.1862141292613,1088.479490887757,2.606216101120397,11.077808947908906
63.98934600848024,23.346287071469238,0.22940279443545403,1899.3930455218053,1036.7196091844978,2.567363663248196,10.531674328165904
63.7960417219994,23.8118876253102,0.23437989401842804,1690.2989389727418,1007.4058877926308,2.756897469683356,10.333806235574237
68.53666176958563,21.843788206515683,0.22919457655505912,2205.5720266939366,959.5396629508335,2.9065773609672667,9.454847707125397
75.77894916473241,22.64634006571733,0.23005390732590755,2008.96108247315,966.3046242565083,3.0081951522914614,11.429009632118712
63.35797123911724,24.50014578284006,0.22063819534231754,2082.9591767774727,1101.4967897275426,3.7168931214731376,11.977649766976873
71.62259423588478,21.891601088602872,0.2504883482314912,2197.148643126658,907.1906003377852,3.3283061433183434,13.144783189187786
67.77211682751063,23.93762088650706,0.22326174825238765,2176.786377713498,1042.4006562455859,3.189267863923091,10.769616371757259
71.10925596162748,20.729872443144995,0.2094126068224042,2015.3023094852788,958.8757760692323,3.319307570721981,11.209575093549986
69.01789879114598,23.82778880786401,0.23195511587049608,2292.453245631705,949.9954877880548,3.1853736916929027,11.846895630851243
69.26980500321417,23.426786858073164,0.24483287252936564,2121.32601695365,1054.1673261594703,3.3581004490611406,11.517029223837978
71.71987153303196,17.18541136306975,0.2689664336725334,2163.563291839586,1042.048995199866,3.321725617505236,11.462872440056382
65.03625729459915,20.326970962414816,0.24545021624394622,2043.2064928943553,1025.483880361261,4.0102678993900955,11.203445706137039
73.25831033971131,23.017106695716596,0.2565122727693397,1903.1351977450977,994.2105813372957,3.541948524743943,12.499638293407946
59.02202382120491,24.761899275283543,0.22854065610602745,1986.8922376907597,975.5609468950535,3.3680855278124513,14.044426767346373
56.34138717113426,25.573105028020866,0.25471897179091607,2081.8687830234217,1095.8724797872944,3.6089444047726276,12.521943120123382
80.2904885628332,20.382948901876706,0.24696519188617275,2220.7017249657224,968.7876293319409,3.8235584036902956,11.59457922599836
63.99254230886643,23.211638866211068,0.23536253668802581,2357.1287336229134,934.1160012528671,4.102340056692801,10.764696188783203
68.00153951994267,23.36630569367421,0.24215800357786538,2036.4596248106857,1122.455334349083,4.006956127262087,11.984095918468581
72.06599305478376,25.529834981326644,0.2549906169024475,2163.913973433818,1123.895152263562,3.6878036905936646,13.588095958150644
76.55785990734522,21.060558835659407,0.2270841737479917,2145.363847429803,1027.4013386281506,3.82792383730321,12.09300258189166
80.64127739830185,23.43197449495828,0.2821798881241366,2268.293728792595,1106.2626383431896,4.392194792701555,12.660635004966931
76.68692179156358,23.711759534275863,0.27477390440446214,2305.7732066528292,1072.89365690203,4.405919307622899,12.412496584094194
83.20645447828396,25.060331128234637,0.2430028740607644,1963.3159585025808,1023.0833513651099,3.98789749614022,13.973986648765804
65.37922968067096,25.644810697953858,0.26213367702366297,1769.671040068608,1034.716017901679,4.448249976001327,12.757345007224414
74.00628792875379,26.3377925631417,0.23995625344043114,1909.7519109334562,1047.0977525548317,3.969166909887838,13.236964305339571
88.0410252286661,24.307844403433137,0.2645313207100295,1882.8960542950306,951.0014195893732,3.8057838088923295,12.753654435114807
72.83220269427261,26.429023745134586,0.26477356748025693,2217.2872436901853,950.4605804376314,4.45287093622612,14.126909616130316
62.39902523036072,26.962960567986244,0.22259230367685667,2118.5113604094845,1086.2670721257973,5.185823229645677,13.136573199212927
67.42011593376102,26.256115872593345,0.26294479227256373,2300.2241459760094,980.4609134957038,4.772217327440566,12.080637445086131
72.31504327571211,23.521510530681603,0.24621358595460796,2225.9972606000824,1057.7812954831622,4.6326312525689115,12.290837105575557
84.19276350502578,25.30356071890976,0.2560272419868588,2398.056767535339,958.7517277870595,5.14954474520275,12.153887540739204
85.97502328277761,26.884990842956256,0.24925964689277838,2110.513436396915,1169.8611855294305,5.598299985821504,12.598964784148949
79.42363544456228,30.86170593976099,0.2597115815154963,2117.1897270865816,977.6131031292531,5.057620421971945,13.024102974193612
80.56398669386161,21.989123644115615,0.24876724969501693,1916.7907861271847,1093.6537201894391,4.892647507114985,15.050207616099843
82.72029184213802,28.02182436513281,0.2948284701140948,2200.959663495718,1094.2137934813,5.721250306096612,13.162901140993174
77.9907104714204,27.732881740897415,0.27799147756006704,2203.7297522162876,1037.2906690244781,5.339663148310987,12.1634180656
67.70977931159351,23.148556629974372,0.24715510115846867,1951.0620575277096,1123.3692019510459,5.5102902431211405,13.775909327545781
79.3163405971774,25.517570082818988,0.26037390533166577,2148.221796978657,1126.8042512272723,5.086596518549238,13.768453907274512
79.33527631735535,27.288910520255126,0.24909974247214753,2059.7834053997462,1108.712840190001,4.788622023396966,12.73506772358219
77.77768076500311,24.317852027976407,0.253447945501626,2198.4108026785575,1015.9664487086028,5.7251211947216545,13.358426165472705
75.44125457363185,28.011732354250345,0.24831853894589415,2080.2576309230644,1002.3998264939642,6.028016888689184,12.321423234878308
91.40604564297313,27.868385074861294,0.2431633197237203,2030.0984654103484,1028.528707737179,5.980243536326574,12.485989966853776
78.11616232387685,26.470151255126982,0.24476654914801546,2338.593613811797,1173.9592001128844,5.5755828502627764,12.746519302566462
87.83876017140359,28.293681849803097,0.23951091015490433,2199.8815521842316,934.7784614998199,5.949115082021399,11.222788497562988
88.12166511627925,25.68151706220071,0.25738392509226826,2104.510818065871,981.2097660918995,5.692032896994014,14.371072841997877
77.36418002862287,27.82526469179216,0.2654933374786757,2073.559884818129,996.9899471515449,6.242757785778682,13.01220788220787
79.33246832826521,26.226014710582213,0.2750227864614996,2118.8134879758063,980.7897900661588,5.563630546045705,12.632947517281396
82.10264053637431,31.9308526771883,0.2516477470437779,2302.4349273275056,1079.8783428021047,5.901547633986774,14.434198618985313
83.83979693470589,29.21367352088436,0.26268402028697224,2211.4444645684193,1136.9608049935127,6.575823738560578,14.086564535505456
82.77302537625864,27.603114505185786,0.26686605155863474,2118.2945528105856,1044.728064098755,6.3695530669632445,13.753288268314574
83.55901666514261,25.376948802203515,0.2892299821807673,2135.349701228663,968.4491060844296,6.35629855021774,11.106021195837888
86.29900945004694,27.76545066947459,0.27302790435863666,2268.597507703466,1138.3763088539324,6.590408516016585,11.873187189566465
83.24598679081984,30.378120138849226,0.24310800827748658,2573.739163222275,1086.220735068593,7.205412534331075,14.001072721106912
81.5557415858106,25.483899146247513,0.28056860885373325,2139.39048193878,1046.5600094821773,7.866401675421722,16.9866258263776
84.79323728829449,31.416683020646712,0.2783068654365503,2290.20892843687,1132.0458441315898,7.088778770026166,13.388977514979063
87.94138662068029,25.826062093899,0.2672912783395889,2325.6191201458937,1044.7740639663198,7.0880274421028915,14.315725526496298
101.26637882892413,30.188703356463012,0.24582644140595158,1984.6230046174558,1048.0706064824737,7.317101042648637,15.249670466171851
89.70008459959162,25.3988753698193,0.26542470185194106,2029.0868801066806,997.2927548610074,7.40869828472853,12.007205253959391
84.61114675845775,29.052034248541123,0.29380145646313793,2265.682509332709,1163.276901396173,6.6192337358481526,15.855169428608686
89.25567380490027,28.12662468665867,0.27366912113455905,2242.8262774468076,1110.215454366899,7.199327412328655,14.843454569767983
96.73375492644229,27.970735018740847,0.2581511520578893,1839.3398438123545,1271.1228074253897,7.78343575099242,14.089638538416093
87.08728025363706,28.879855985024236,0.2931329422322606,1912.8033991449408,989.9975418525214,7.969878177881048,15.46816185278636
95.02529078954447,25.744734344182802,0.2655937175038241,2360.520556222477,1100.7053969070998,7.0525025143929385,14.352436065952773
84.37511957659798,27.62971609759486,0.31491082155898314,1882.3075469219723,1106.910649104927,8.206048736115639,12.943597880083788
88.77705042781702,27.323686976175505,0.28040319659237256,2156.943516938167,1101.5476395007404,7.799102385874863,17.08367439935668
87.24435894706242,29.40581009330837,0.26316392983771864,2341.5709838767834,1083.7951040624052,7.804751935893561,14.721346672165337
96.58939737251757,25.54810475453664,0.30442638608524614,2407.2913844062336,1142.4141997325833,7.971053109873853,14.50598113245374
97.20508280180783,30.553054317743893,0.26928289165607733,2321.0567538526657,1176.8221543719294,7.395600427762129,13.179374533506742
94.0524836067418,30.15446860527225,0.28214324434935834,2109.6983739316765,1078.5648396478298,7.999406902439246,15.215241350354015
92.76075121427573,30.455024099145874,0.293114807737281,2666.8458669247552,1085.7850517629372,7.839948155122039,16.014656930739537
91.52642538923047,27.423598718346327,0.2881948375069831,2053.651425048835,1165.3789672385521,8.347048605980106,14.259641256574888
87.86623885249548,28.074562697891217,0.2993734486859379,2209.167110059775,1132.8706200871661,8.668493399705367,15.196816892419347
103.84006595713323,26.80176667595337,0.3021075402920956,2351.0100653720024,942.549866863985,8.205639615376214,14.67995919931754
96.473964904861,26.873737879491774,0.33540627094292197,1834.6475230361912,1094.693738234701,7.576768912556483,15.575691275835565
90.06855710501108,28.933897891866682,0.2752723233879999,1983.6632853576682,1117.7023734986058,9.176854098012587,15.0862450940415
98.341316400032,25.630070036081193,0.28123187653252585,2328.524566656056,1160.0526042788526,9.086901864333596,13.053617821086075
99.783737748676,27.758688981449033,0.29958466823372953,2087.127315423655,1058.0222501079834,9.224273594490496,14.210247841201335
90.97273075055631,30.93721615821774,0.2540732308651943,2425.733887050908,1097.9478880835204,7.616202799411225,14.599182377695191
104.75740854771743,29.69443878649416,0.32706651941443815,2138.078694646488,1124.3083997637775,8.962342026770866,13.776512472839784
106.00145140487717,26.208401051173606,0.3111813085601655,2099.381438844896,989.9376086638049,8.460317560164182,14.474511702641102
99.24680598518445,26.764269118211935,0.25540192006977014,2384.711413619718,942.777725702094,10.062434832628687,16.65535764966421
100.22742638280772,32.59967281582061,0.2712143798288209,2278.992526739271,1173.1218349321098,10.377580791198767,14.188398355303427
86.7890323795728,30.055301360970944,0.2591801870757207,2202.439080342167,1004.3281154224594,10.0942662975111,13.70692403698361
97.64303679057194,29.330554480637996,0.3176293227630248,2215.7952498733675,1028.6383950446977,9.077717798812738,15.816346269113913
96.27255100896873,25.90671229781395,0.30175635513497584,2449.3496143716584,1071.4194554267003,8.465781906902034,14.335994394299014
88.47735343794463,31.035788837329314,0.31229812266220885,2169.2034488219597,931.6713679844071,9.647526646366206,16.1832207967279
112.36257796160285,30.09286475306542,0.372981091777594,2507.8989338774204,1157.9470676232017,8.919087418576943,16.462195258141474
99.40707975343769,32.60346351428667,0.26020065917491814,1897.6934647905161,1097.9716211875116,9.367710452975544,16.99606806273607
97.31025829104658,30.124821169870998,0.30873182324686577,2227.59986310793,1075.2866260673486,8.07434184571288,15.644404132617638
100.9001533381666,29.59998746754346,0.35086817568094375,2075.195796765112,935.8014672552792,7.920283588584352,15.466575754870933
97.47218200834362,32.02603726838022,0.27459985904130807,2363.809724120943,1181.602310754038,9.415740920364035,13.121861587769779
82.69171002036589,32.29734510739207,0.26964068189360435,2091.4968730329215,1125.7940598656817,8.701220061700562,13.411852094745802
100.62616783945737,29.30533723688287,0.33881637274733173,2304.7528697253765,894.4889190158805,8.568469998452867,15.539265722897518
97.86322813226627,31.222761158120626,0.29912189873324774,2370.361298364153,1033.1547790330721,9.701913031555023,13.900850600062588
95.44437436301493,26.9133436270584,0.28445767200005506,2144.187594732661,1143.28666676872,9.745751578046779,16.07410358056298
102.30295956506816,32.60255915290179,0.31612030772136335,2430.46750072541,1134.4223899934177,11.156234028802423,15.171830549743024
122.12825209445404,30.28583360043731,0.31866889210064314,1745.7493803978125,1146.275492293058,10.382198207035602,14.846057723872576
101.69327470756123,31.449541505844373,0.2990730402866017,1852.0797601349823,1089.9555504406524,8.985594689968302,16.449394501972876
92.85671201353578,27.628508100127746,0.3064943246763003,1536.4362386397368,1018.2363561933225,10.35565472130568,15.680510752876756
111.52439822204086,30.77181916077299,0.3196470723587787,2186.776951064192,1085.0238396218015,10.856143221952506,18.46587452517252
112.34413770107594,29.96821445034652,0.27039534982615054,2347.852184981573,991.7586380738512,10.50850237698579,15.488376161248741
102.13136619911752,33.022813934895545,0.31372734813745234,2115.2609345078863,1149.8584646872744,10.425913077933256,14.589578594669973
92.13356826467941,33.768799723206634,0.33171491347632615,2402.691895032776,1091.5439513637525,11.024984126435676,14.359233094974083
116.0921078242231,31.345383954403182,0.3021878509269283,2117.2343156823727,1106.0822798634067,11.332298730426466,16.561327186988365
109.93545484532753,32.88575830735778,0.3364432607560485,2156.252793626285,1200.7193653481022,10.200342635819519,16.871040958461798
107.60648502082128,28.08636211854048,0.31137941119440293,2194.246536152792,1035.7783960424663,10.889287085489768,15.786856562316094
104.90762576797731,30.31899238306602,0.32467385409804805,2393.027723514412,1099.486245804736,10.023612307619578,18.620628917584163
116.7707157089652,35.24449192689234,0.3457087628280416,2406.2512294628723,1147.6313307746298,10.244361570265264,15.225351540831106
109.30421167849123,33.93328419101542,0.30761859492364696,2183.7514036440944,1215.2276067571656,10.27780945085728,18.948342701775974
115.71004694358778,29.344813572330555,0.3023794370841492,2255.6145893290695,1126.8210517905238,11.016194669197235,15.21955755076966
106.4956899723541,34.149277615587835,0.36740917387265215,2139.7175101813755,1274.5455129779125,12.26150869947654,14.640977623881781
97.00525627550682,29.49927550874707,0.32525430684884965,2139.4682158141095,1003.776448237253,11.438189415425065,17.58313929901413
99.87376694923177,30.14477115904201,0.28697197825116433,2384.8663465176746,1093.5143183353769,11.828752705198157,16.759184793263213
112.06507613078944,32.03993499379706,0.3077363925255415,2422.421051387915,1127.2790824464757,10.921937125194102,16.110046601783782
123.34482397087434,31.665666807061285,0.28937902901441054,2387.160640979369,1173.0118261124815,11.509819623471556,12.73636304976038
113.45718238809819,31.997208316398883,0.3486346699534662,2322.288638086176,1233.19809304542,12.644614612849285,15.709698169066375
104.05884022581408,29.613623382258844,0.32675991108734653,2411.679805374405,1145.888112603753,11.896818832076749,16.127172905659847
103.36722746675369,32.096188349620974,0.30303093446162754,2152.5187863468254,1200.0024932324075,11.271337065191753,16.250091882823757
99.68338286016046,30.589686189711195,0.3193882963973954,2524.0673217627464,1128.4034333951497,10.960924036553454,16.384850141177065
108.05578554679516,30.25203529373739,0.34665837061618393,2036.985392768488,1221.0401572714052,10.735036629783433,14.86897251616924
119.08446574298792,30.151349526667893,0.277156560810735,2160.0614261702376,1286.7695128476894,12.745776365352874,12.50936340403044
116.40196230154916,33.186615693471005,0.3205541217780452,2666.843500005989,1142.7316133234851,11.41388243266116,17.24238593334319
107.74224756860802,31.248984883142533,0.3702518486438195,2299.1531848676163,1039.8343866739908,10.270813798202887,15.46851190705025
106.61548667794293,33.51123469698549,0.3410839287487296,2491.224941200044,1173.5547619935999,11.67614153697934,16.760237846053315
107.19541218675475,34.43924307164801,0.335128625148337,2595.7772859116753,1120.654364851405,12.223799164195773,15.514284754822944
100.32691342714614,31.313202309365558,0.383412697796912,2510.349275723765,1193.3888885263768,12.663533155909128,16.98134201776619
105.72195906421828,30.448894131196198,0.34856988782794696,2278.9439066200703,1244.6465020118692,10.785578032042004,15.052521025943268
108.0323256599149,28.964144559428146,0.32646716398842435,2010.0276173100078,1148.6597522994593,12.522440995475854,16.3715145084136
108.1456628686503,36.75335056822691,0.30268879797243503,2167.956962099614,1127.5180314860752,12.301164828310032,16.857331906709533
105.57934261007892,34.204457250711556,0.3293572189799208,2416.6145757002373,1226.87066310682,13.067345399359294,15.218724721774398
115.00389699898342,32.22934553807219,0.3263657560913366,2537.061324788261,1107.2214744307894,11.438062472878103,16.684427115004688
125.8226381757618,28.861523703943874,0.3432081998598955,2363.319875247541,1196.56929659658,12.383632167916863,16.474885578336302
125.7333460062539,34.297692541621494,0.3123924583495938,2007.3402334818559,1206.3494168104423,11.949021731204017,16.27445786898633
109.21488025872134,34.651176824128484,0.38162492900096945,2239.08671209266,1140.5486968860005,11.152713877823262,15.61463572447696
93.22172521266589,33.04093772966757,0.3413015781604681,2665.043045846996,1098.279846835297,13.01302803139384,17.83954917065948
121.51248664264735,33.74001306855867,0.3595653270430063,2074.0926852181924,1328.5496019747154,10.815287190858133,17.63366549691392
107.35223618198143,30.137293111269404,0.34774664463246596,2291.48346589296,1187.48900956462,14.365507688442644,17.198950635180047
115.37579801417688,37.043564215453905,0.30346431876428853,2263.276074987068,1088.5043012286746,11.632294195160918,17.747981700779864
123.60804841229447,33.80948426437829,0.3228493014263009,2177.0088362095557,1259.1638989537298,13.742503156954834,18.205944699955097
118.49717107146489,38.54668451030476,0.313947109267519,2236.979650894131,1167.022079984351,13.275525551943055,19.145882387568612
111.27029629499266,32.45544641370459,0.3231716401201057,2402.529937836672,1245.9269730622582,13.437950451405117,15.622275073816489
139.9698613109418,37.15112362248919,0.32407129320849826,2708.316416634308,1302.8430401585856,13.83283821184885,16.165430652751184
134.04668436914207,32.958933193973074,0.3985396855945417,2497.975302241208,1327.0680561887657,13.3407532546128,16.593013884792974
125.141390824845,29.23751915124445,0.36445487109620145,2338.89222997712,1100.1314849059281,13.4050909324914,17.891270662494513
121.86560991464557,36.23219468901895,0.35078772666604374,2197.0689525417197,1191.539059637633,13.767226262197948,16.572485456698182
137.32903446437257,34.40075771817843,0.3008684846895365,2322.938323269904,1363.0415740041415,10.425842850108827,16.439026822155512
119.2212623709636,29.890309242004257,0.3795781717549661,2213.9075066368137,1254.4538371956348,14.807906695131356,17.3167755820057
121.69433865848293,32.65431947450811,0.4202396262210248,2514.303114068649,1177.3597702051427,13.042594196811946,19.814156253502222
108.22218925930811,32.00386776270825,0.31939135527550294,2591.0708584733884,1117.2662474267088,14.38263007673515,18.0762550589317
112.71117861254965,31.76677063311407,0.32599728733841676,2219.292058325781,1164.9581753456876,14.029081877044174,17.417708549110554
125.72958287557141,38.216733096595554,0.27696563663416324,2171.447355335747,1303.6751012809318,13.895673445425622,15.528289524360527
131.49876915670134,34.770681090069495,0.3768696627050788,2329.077420111801,1120.0213057932838,15.724073950857292,16.63997274567419
115.25588012779872,34.304908609365114,0.3441719656312173,2150.0527775592186,1118.2154757441538,13.87932375678339,16.409107996275623
131.8627349277001,34.59784558871408,0.30801452424795434,2410.9473521954856,1169.8504128733448,13.343173427470278,17.91416970895322
115.81476089320647,35.00353042638746,0.36577354574120735,2375.0397960990967,1282.7694337496068,10.491999058080491,17.74473898649504
128.96683236053897,43.72176952018252,0.35507477226467105,2332.805270122867,1248.2810878577473,12.96526635928426,18.73946104948046
137.23325171055862,32.56468020444524,0.37804302850663407,2128.53461727759,1061.0285337971213,18.335399581488144,21.069944249170295
148.49172267159852,36.39471290607679,0.3597658089339944,2529.755430598746,1073.7206889223683,15.593474180217804,18.68472833143351
120.7966582080217,35.47820790670694,0.41146897644929853,2380.3052613283903,1120.8730261644255,15.117442458458095,17.505143501758596
126.3694435414899,35.3384078445605,0.35814271359219163,2652.982548950596,1260.470481141455,14.167893812393356,17.699104933452432
130.06421376750924,35.71365165244333,0.3604650952227458,2322.625205383606,1176.7857040447798,13.619036641053967,19.7034764319579
120.37897296044683,34.36605035238444,0.3558764602716438,2210.6994182103745,1260.5440392408268,14.598218718833934,17.601703012132482
122.98727362982359,31.19108266750084,0.3663786595773371,2231.727933459904,1157.9873069860982,15.465941909890406,20.078684884508156
130.73775350028134,38.598621062943806,0.34671406817209444,2263.6135382501025,1269.5358732353968,14.302846503308587,17.149490862231552
122.76515345045735,36.830451787857626,0.31851515307420225,2427.7492527728,953.3919830913743,16.21444557657157,18.58091545101942
143.53124205547857,37.32743626365868,0.4151001392820596,2912.6616866262625,1271.451003812717,14.180779069347478,18.142431599478222
123.08462873806157,33.510884498506634,0.34108109641737056,2366.561023881245,1140.798506391502,16.872677152003284,16.40690589233038
155.41603798634804,36.70547904405985,0.33804234625106466,2477.083800679006,1223.748938270177,15.102949394454665,18.152157793155986
110.61906708076303,28.827655341869693,0.377209545286999,2327.996091065294,1298.279246398975,15.009109048699816,18.5471487346008
133.11890255534024,37.51387284871049,0.38676296293501833,2613.5447036506675,1321.265281340685,16.62684082484894,15.65871105540981
126.42998893244167,36.20741075261636,0.3345058998836503,2463.0325977429,1078.2483017333486,13.582733307828176,19.785734041505382
140.85815542121372,37.6474929979524,0.3486845334692988,2528.4951339424983,1178.9700041650474,15.570189754045051,18.780261911034803
157.05872219202348,31.672903303230722,0.3797797365541734,2387.96185669382,1193.1614982617425,14.873053934907073,19.60394645746577
147.53674986232457,38.173636688205825,0.40216256086808433,2258.4934491099225,1241.1460706567232,14.894489700057942,17.680334877993573
136.4108190150068,34.93154849208874,0.3856415519414552,2698.718379400482,1220.7482530240698,17.945815204603473,16.660010976678794
132.88802786505383,34.83434914010444,0.38400322132302916,2283.278162838696,1108.938173525601,16.21859240163882,19.293540918914942
145.7730101458094,40.87052495232928,0.37645077373064967,2178.893714314835,1134.4508814810463,16.616604500707947,17.935260760738554
135.282649704306,35.66923601548452,0.34687901000972543,2368.7627041738765,1151.1421535530526,17.525876039432273,17.6989543825513
125.18998503670693,39.38985969285111,0.3562653353461729,2662.663652528647,1105.1641602895822,14.883950772458066,19.019652560153233
109.6048586471411,35.570042250518526,0.34818562790584495,2667.108427692874,1331.351355099329,16.714574316264923,21.86744910641345
111.91850863351017,39.75061659986526,0.35540845389957637,2744.0258931313133,1320.2137111621487,13.48833929908078,18.4555810352642
151.5504658969519,38.7144883461236,0.39636187861395183,2152.1551127577804,1213.6105162075457,18.42712583972425,16.89495622505072
123.39924851243637,38.92138029604553,0.331500052874664,2807.597841242419,1134.932779481241,13.184471321260492,19.282290064036307
125.24591260452218,39.688795610639225,0.406798482423378,2303.3871005018786,1283.8079582562175,13.670816274814191,18.292265774299366
147.29509749012422,40.534849066109864,0.3782689118133151,2212.6015018054695,1278.8059598040861,18.59870485582477,19.895230945264327
160.03131879175837,37.94214931746838,0.35094137237085976,2573.396563437465,1270.24347227334,15.146996907437204,18.223241016873803
120.40437973011959,36.17991371384464,0.39121719446660486,2359.180330050446,1215.1461276713856,17.049692834668523,20.894161198991174
138.88335953694173,39.9224712126884,0.43898100010967583,2845.770362592155,1237.4446962569054,17.485836090050743,21.10637279582666
164.0266459380204,39.39903719346799,0.34649357455976415,2570.8659913915844,1258.0898633439867,16.475634400991122,20.88134080475763
140.84688491520836,40.960904576988035,0.3995614373405624,2601.0126591508147,1218.152362699128,16.785463608220848,21.086484680369576
145.9799794005202,40.890513255956854,0.39003498053663976,2338.0900266948843,1093.6191783314341,16.38863477879096,22.248867595435815
143.41073579967846,40.08121004422289,0.32251707533738133,2482.438051713413,1492.0708111124654,18.25143974620867,19.050919582002795
128.14810763434903,38.75120854532732,0.40174411662568543,2622.468972835762,1164.7907926617418,20.820646074955782,20.388889059459917
155.67327415418944,45.81351605862608,0.35772484042179264,2118.4269376776947,1103.1780491799886,17.40221644789326,17.33610286576178
138.303247532015,36.014974155399116,0.3566014197293203,2814.0879729572976,1202.0589790578792,18.312033055476018,18.972637137910745
153.12569331925198,38.53849945982343,0.4049272215976395,2462.622413484891,1140.6553494874058,16.215878894501575,18.464165550013558
143.2682251461442,38.46959225894901,0.3500964780354777,2394.05143957955,1143.0018394629262,17.298621565176855,17.869946181061454
137.0293446853707,41.23943552992182,0.4073945117060408,2905.739356871909,1364.2989430395744,18.130253012511574,18.76752720913194
153.98911963224452,34.51324642938502,0.3318391424280895,2614.2444451027845,1087.0867491642518,16.171982443515933,20.785218336334875
138.26485339266026,41.4533106968146,0.4244392890806756,2387.120617210095,1173.511652980469,17.54360326771314,22.099975878507337
152.95061996993724,42.65862239070536,0.36416096820077304,2074.8044387065647,1338.0005909197218,16.45606465983627,20.011983299883518
